2021 output area,mnemonic,Cannot understand spoken Welsh,% Cannot understand spoken Welsh,Can understand spoken Welsh,% Can understand spoken Welsh,2021 output area,mnemonic,Europe: United Kingdom,% Europe: United Kingdom,No passport held,% No passport held,combined uk,% combined uk,2021 output area,mnemonic,Cannot read Welsh,% cannot read Welsh,Can read Welsh,% Can read Welsh,2021 output area,mnemonic,Welsh only identity,% Welsh only identity,Welsh and British only identity,% Welsh and British only identity,Combined Welsh and British,% Combined Welsh and British
W00010153,W00010153,206,87.7,29,12.3,W00010153,W00010153,141,59.2,3,1.3,144,60.5,W00010153,W00010153,211,90.6,22,9.4,W00010153,W00010153,47,20.2,18,7.7,65,27.9
W00010154,W00010154,245,87.8,34,12.2,W00010154,W00010154,177,62.1,18,6.3,195,68.4,W00010154,W00010154,249,89.2,30,10.8,W00010154,W00010154,72,25.1,10,3.5,82,28.6
W00010155,W00010155,196,85.6,33,14.4,W00010155,W00010155,209,89.3,19,8.1,228,97.4,W00010155,W00010155,200,87.3,29,12.7,W00010155,W00010155,129,56.1,20,8.7,149,64.8
W00010156,W00010156,161,88.0,22,12.0,W00010156,W00010156,131,69.3,14,7.4,145,76.7,W00010156,W00010156,166,90.7,17,9.3,W00010156,W00010156,84,44.0,15,7.9,99,51.9
W00010157,W00010157,250,80.4,61,19.6,W00010157,W00010157,273,85.6,21,6.6,294,92.2,W00010157,W00010157,260,83.6,51,16.4,W00010157,W00010157,153,47.8,24,7.5,177,55.3
W00010158,W00010158,280,84.1,53,15.9,W00010158,W00010158,278,80.1,10,2.9,288,83.0,W00010158,W00010158,288,86.7,44,13.3,W00010158,W00010158,113,32.8,12,3.5,125,36.3
W00010159,W00010159,396,83.5,78,16.5,W00010159,W00010159,408,82.1,28,5.6,436,87.7,W00010159,W00010159,414,87.3,60,12.7,W00010159,W00010159,209,42.1,42,8.5,251,50.6
W00010160,W00010160,157,84.4,29,15.6,W00010160,W00010160,129,66.8,5,2.6,134,69.4,W00010160,W00010160,160,86.0,26,14.0,W00010160,W00010160,56,29.3,9,4.7,65,34.0
W00010161,W00010161,256,88.9,32,11.1,W00010161,W00010161,242,82.9,9,3.1,251,86.0,W00010161,W00010161,252,87.5,36,12.5,W00010161,W00010161,108,36.7,26,8.8,134,45.5
W00010162,W00010162,216,82.4,46,17.6,W00010162,W00010162,220,80.0,40,14.5,260,94.5,W00010162,W00010162,234,89.3,28,10.7,W00010162,W00010162,145,53.3,23,8.5,168,61.8
W00010163,W00010163,288,80.7,69,19.3,W00010163,W00010163,347,94.6,15,4.1,362,98.7,W00010163,W00010163,291,81.3,67,18.7,W00010163,W00010163,220,59.8,40,10.9,260,70.7
W00010164,W00010164,177,83.1,36,16.9,W00010164,W00010164,177,83.5,8,3.8,185,87.3,W00010164,W00010164,180,84.5,33,15.5,W00010164,W00010164,80,37.6,9,4.2,89,41.8
W00010165,W00010165,326,89.3,39,10.7,W00010165,W00010165,283,71.6,55,13.9,338,85.5,W00010165,W00010165,335,92.0,29,8.0,W00010165,W00010165,144,36.1,43,10.8,187,46.9
W00010166,W00010166,257,88.0,35,12.0,W00010166,W00010166,271,88.9,19,6.2,290,95.1,W00010166,W00010166,258,88.4,34,11.6,W00010166,W00010166,171,56.4,37,12.2,208,68.6
W00010167,W00010167,156,86.7,24,13.3,W00010167,W00010167,126,66.7,6,3.2,132,69.9,W00010167,W00010167,162,90.5,17,9.5,W00010167,W00010167,51,27.3,4,2.1,55,29.4
W00010168,W00010168,210,87.1,31,12.9,W00010168,W00010168,201,81.4,11,4.5,212,85.9,W00010168,W00010168,216,90.4,23,9.6,W00010168,W00010168,83,33.5,24,9.7,107,43.2
W00010169,W00010169,380,87.6,54,12.4,W00010169,W00010169,281,63.4,137,30.9,418,94.3,W00010169,W00010169,387,89.0,48,11.0,W00010169,W00010169,254,57.0,27,6.1,281,63.1
W00010170,W00010170,172,88.7,22,11.3,W00010170,W00010170,152,76.8,34,17.2,186,94.0,W00010170,W00010170,178,93.2,13,6.8,W00010170,W00010170,85,43.1,31,15.7,116,58.8
W00010171,W00010171,244,86.8,37,13.2,W00010171,W00010171,219,75.8,27,9.3,246,85.1,W00010171,W00010171,254,90.4,27,9.6,W00010171,W00010171,104,35.9,27,9.3,131,45.2
W00010172,W00010172,294,87.0,44,13.0,W00010172,W00010172,278,79.2,45,12.8,323,92.0,W00010172,W00010172,294,86.7,45,13.3,W00010172,W00010172,129,36.9,58,16.6,187,53.5
W00010173,W00010173,219,86.9,33,13.1,W00010173,W00010173,201,77.3,14,5.4,215,82.7,W00010173,W00010173,220,87.3,32,12.7,W00010173,W00010173,104,40.0,22,8.5,126,48.5
W00010174,W00010174,205,83.0,42,17.0,W00010174,W00010174,221,87.0,14,5.5,235,92.5,W00010174,W00010174,215,86.7,33,13.3,W00010174,W00010174,92,36.2,23,9.1,115,45.3
W00010175,W00010175,163,83.6,32,16.4,W00010175,W00010175,142,68.9,46,22.3,188,91.2,W00010175,W00010175,171,87.7,24,12.3,W00010175,W00010175,111,53.9,10,4.9,121,58.8
W00010176,W00010176,297,83.4,59,16.6,W00010176,W00010176,293,80.5,23,6.3,316,86.8,W00010176,W00010176,312,87.6,44,12.4,W00010176,W00010176,161,43.4,30,8.1,191,51.5
W00010179,W00010179,378,88.1,51,11.9,W00010179,W00010179,323,70.8,63,13.8,386,84.6,W00010179,W00010179,387,90.4,41,9.6,W00010179,W00010179,211,46.5,47,10.4,258,56.9
W00010180,W00010180,296,85.8,49,14.2,W00010180,W00010180,305,86.9,10,2.8,315,89.7,W00010180,W00010180,290,84.1,55,15.9,W00010180,W00010180,143,40.6,31,8.8,174,49.4
W00010181,W00010181,195,86.7,30,13.3,W00010181,W00010181,126,51.6,38,15.6,164,67.2,W00010181,W00010181,202,90.2,22,9.8,W00010181,W00010181,62,25.6,18,7.4,80,33.0
W00010182,W00010182,258,77.9,73,22.1,W00010182,W00010182,317,91.4,19,5.5,336,96.9,W00010182,W00010182,267,80.7,64,19.3,W00010182,W00010182,184,53.0,39,11.2,223,64.2
W00010183,W00010183,300,82.4,64,17.6,W00010183,W00010183,339,89.9,21,5.6,360,95.5,W00010183,W00010183,309,84.9,55,15.1,W00010183,W00010183,181,48.3,63,16.8,244,65.1
W00010184,W00010184,233,83.8,45,16.2,W00010184,W00010184,231,79.7,14,4.8,245,84.5,W00010184,W00010184,246,88.5,32,11.5,W00010184,W00010184,119,40.9,6,2.1,125,43.0
W00010185,W00010185,245,84.8,44,15.2,W00010185,W00010185,263,87.4,24,8.0,287,95.4,W00010185,W00010185,251,87.5,36,12.5,W00010185,W00010185,150,49.8,21,7.0,171,56.8
W00010186,W00010186,157,86.7,24,13.3,W00010186,W00010186,149,81.4,5,2.7,154,84.1,W00010186,W00010186,159,87.8,22,12.2,W00010186,W00010186,51,27.7,19,10.3,70,38.0
W00010187,W00010187,317,80.9,75,19.1,W00010187,W00010187,348,88.1,11,2.8,359,90.9,W00010187,W00010187,320,81.6,72,18.4,W00010187,W00010187,131,33.2,18,4.6,149,37.8
W00010188,W00010188,116,83.5,23,16.5,W00010188,W00010188,132,92.3,2,1.4,134,93.7,W00010188,W00010188,114,81.4,26,18.6,W00010188,W00010188,48,33.6,21,14.7,69,48.3
W00010189,W00010189,223,86.1,36,13.9,W00010189,W00010189,244,88.7,12,4.4,256,93.1,W00010189,W00010189,230,88.8,29,11.2,W00010189,W00010189,132,47.7,28,10.1,160,57.8
W00010190,W00010190,257,87.4,37,12.6,W00010190,W00010190,233,74.9,44,14.1,277,89.0,W00010190,W00010190,264,90.1,29,9.9,W00010190,W00010190,131,42.4,35,11.3,166,53.7
W00010191,W00010191,161,87.0,24,13.0,W00010191,W00010191,130,69.9,12,6.5,142,76.4,W00010191,W00010191,163,88.1,22,11.9,W00010191,W00010191,52,27.7,7,3.7,59,31.4
W00010192,W00010192,393,81.2,91,18.8,W00010192,W00010192,425,85.3,35,7.0,460,92.3,W00010192,W00010192,408,84.3,76,15.7,W00010192,W00010192,261,52.1,34,6.8,295,58.9
W00010193,W00010193,278,89.4,33,10.6,W00010193,W00010193,241,74.4,37,11.4,278,85.8,W00010193,W00010193,281,90.4,30,9.6,W00010193,W00010193,97,30.0,24,7.4,121,37.4
W00010194,W00010194,317,87.3,46,12.7,W00010194,W00010194,290,78.6,15,4.1,305,82.7,W00010194,W00010194,317,87.3,46,12.7,W00010194,W00010194,119,32.2,40,10.8,159,43.0
W00010195,W00010195,128,82.6,27,17.4,W00010195,W00010195,108,67.9,8,5.0,116,72.9,W00010195,W00010195,127,81.9,28,18.1,W00010195,W00010195,50,31.4,11,6.9,61,38.3
W00010196,W00010196,154,91.1,15,8.9,W00010196,W00010196,116,67.8,9,5.3,125,73.1,W00010196,W00010196,155,91.7,14,8.3,W00010196,W00010196,55,32.2,15,8.8,70,41.0
W00010197,W00010197,168,88.9,21,11.1,W00010197,W00010197,149,78.4,8,4.2,157,82.6,W00010197,W00010197,174,91.6,16,8.4,W00010197,W00010197,66,34.7,11,5.8,77,40.5
W00010198,W00010198,237,89.1,29,10.9,W00010198,W00010198,199,72.9,22,8.1,221,81.0,W00010198,W00010198,251,94.7,14,5.3,W00010198,W00010198,71,25.9,17,6.2,88,32.1
W00010199,W00010199,211,83.1,43,16.9,W00010199,W00010199,224,85.2,25,9.5,249,94.7,W00010199,W00010199,220,86.6,34,13.4,W00010199,W00010199,125,47.7,38,14.5,163,62.2
W00010200,W00010200,222,90.6,23,9.4,W00010200,W00010200,169,66.5,4,1.6,173,68.1,W00010200,W00010200,229,92.7,18,7.3,W00010200,W00010200,57,22.6,15,6.0,72,28.6
W00010201,W00010201,204,87.9,28,12.1,W00010201,W00010201,171,71.8,9,3.8,180,75.6,W00010201,W00010201,206,88.4,27,11.6,W00010201,W00010201,70,29.2,16,6.7,86,35.9
W00010202,W00010202,188,88.7,24,11.3,W00010202,W00010202,169,77.9,9,4.1,178,82.0,W00010202,W00010202,191,90.1,21,9.9,W00010202,W00010202,66,29.9,24,10.9,90,40.8
W00010203,W00010203,168,91.3,16,8.7,W00010203,W00010203,151,79.5,11,5.8,162,85.3,W00010203,W00010203,169,92.3,14,7.7,W00010203,W00010203,83,43.2,12,6.2,95,49.4
W00010204,W00010204,190,84.8,34,15.2,W00010204,W00010204,169,71.6,9,3.8,178,75.4,W00010204,W00010204,198,88.8,25,11.2,W00010204,W00010204,79,33.3,14,5.9,93,39.2
W00010205,W00010205,622,91.3,59,8.7,W00010205,W00010205,433,62.8,21,3.0,454,65.8,W00010205,W00010205,636,93.4,45,6.6,W00010205,W00010205,127,18.5,29,4.2,156,22.7
W00010206,W00010206,219,91.2,21,8.8,W00010206,W00010206,147,60.5,35,14.4,182,74.9,W00010206,W00010206,221,92.9,17,7.1,W00010206,W00010206,63,26.0,9,3.7,72,29.7
W00010207,W00010207,362,88.9,45,11.1,W00010207,W00010207,337,77.3,39,8.9,376,86.2,W00010207,W00010207,379,93.1,28,6.9,W00010207,W00010207,231,53.2,26,6.0,257,59.2
W00010208,W00010208,175,91.6,16,8.4,W00010208,W00010208,77,39.1,10,5.1,87,44.2,W00010208,W00010208,174,90.6,18,9.4,W00010208,W00010208,40,20.3,7,3.6,47,23.9
W00010210,W00010210,114,83.2,23,16.8,W00010210,W00010210,116,81.7,12,8.5,128,90.2,W00010210,W00010210,116,84.7,21,15.3,W00010210,W00010210,58,40.8,19,13.4,77,54.2
W00010211,W00010211,136,90.7,14,9.3,W00010211,W00010211,109,69.9,8,5.1,117,75.0,W00010211,W00010211,133,88.7,17,11.3,W00010211,W00010211,60,38.2,13,8.3,73,46.5
W00010212,W00010212,102,92.7,8,7.3,W00010212,W00010212,60,53.6,22,19.6,82,73.2,W00010212,W00010212,106,96.4,4,3.6,W00010212,W00010212,35,31.2,4,3.6,39,34.8
W00010213,W00010213,114,86.4,18,13.6,W00010213,W00010213,122,89.7,11,8.1,133,97.8,W00010213,W00010213,122,91.0,12,9.0,W00010213,W00010213,71,51.8,14,10.2,85,62.0
W00010214,W00010214,233,86.6,36,13.4,W00010214,W00010214,214,75.6,24,8.5,238,84.1,W00010214,W00010214,231,85.9,38,14.1,W00010214,W00010214,122,42.8,25,8.8,147,51.6
W00010215,W00010215,192,88.1,26,11.9,W00010215,W00010215,142,61.5,15,6.5,157,68.0,W00010215,W00010215,192,87.7,27,12.3,W00010215,W00010215,70,30.2,14,6.0,84,36.2
W00010216,W00010216,201,88.9,25,11.1,W00010216,W00010216,191,82.0,15,6.4,206,88.4,W00010216,W00010216,207,90.8,21,9.2,W00010216,W00010216,87,37.7,13,5.6,100,43.3
W00010217,W00010217,211,85.4,36,14.6,W00010217,W00010217,205,79.8,23,8.9,228,88.7,W00010217,W00010217,217,87.9,30,12.1,W00010217,W00010217,132,51.0,20,7.7,152,58.7
W00010218,W00010218,170,80.2,42,19.8,W00010218,W00010218,186,84.5,30,13.6,216,98.1,W00010218,W00010218,178,84.0,34,16.0,W00010218,W00010218,127,57.7,13,5.9,140,63.6
W00010219,W00010219,278,86.6,43,13.4,W00010219,W00010219,270,82.6,19,5.8,289,88.4,W00010219,W00010219,276,86.2,44,13.8,W00010219,W00010219,77,23.6,9,2.8,86,26.4
W00010221,W00010221,230,81.0,54,19.0,W00010221,W00010221,259,89.6,16,5.5,275,95.1,W00010221,W00010221,242,85.2,42,14.8,W00010221,W00010221,150,51.4,27,9.2,177,60.6
W00010222,W00010222,243,76.2,76,23.8,W00010222,W00010222,298,91.1,22,6.7,320,97.8,W00010222,W00010222,255,79.7,65,20.3,W00010222,W00010222,168,51.1,60,18.2,228,69.3
W00010223,W00010223,834,91.3,79,8.7,W00010223,W00010223,717,78.0,32,3.5,749,81.5,W00010223,W00010223,834,91.3,79,8.7,W00010223,W00010223,147,16.0,39,4.2,186,20.2
W00010224,W00010224,177,87.6,25,12.4,W00010224,W00010224,157,76.2,14,6.8,171,83.0,W00010224,W00010224,174,86.1,28,13.9,W00010224,W00010224,65,31.7,13,6.3,78,38.0
W00010225,W00010225,209,85.0,37,15.0,W00010225,W00010225,222,85.4,17,6.5,239,91.9,W00010225,W00010225,209,85.0,37,15.0,W00010225,W00010225,135,51.9,23,8.8,158,60.7
W00010227,W00010227,201,75.3,66,24.7,W00010227,W00010227,224,81.2,42,15.2,266,96.4,W00010227,W00010227,208,77.9,59,22.1,W00010227,W00010227,172,62.3,28,10.1,200,72.4
W00010228,W00010228,256,74.2,89,25.8,W00010228,W00010228,335,94.6,8,2.3,343,96.9,W00010228,W00010228,265,76.6,81,23.4,W00010228,W00010228,191,54.1,30,8.5,221,62.6
W00010229,W00010229,157,83.1,32,16.9,W00010229,W00010229,157,80.9,15,7.7,172,88.6,W00010229,W00010229,160,84.7,29,15.3,W00010229,W00010229,77,39.5,18,9.2,95,48.7
W00010230,W00010230,120,88.2,16,11.8,W00010230,W00010230,113,80.1,2,1.4,115,81.5,W00010230,W00010230,122,89.7,14,10.3,W00010230,W00010230,42,29.6,9,6.3,51,35.9
W00010231,W00010231,183,70.7,76,29.3,W00010231,W00010231,253,95.5,8,3.0,261,98.5,W00010231,W00010231,188,72.6,71,27.4,W00010231,W00010231,134,50.0,22,8.2,156,58.2
W00010232,W00010232,68,68.7,31,31.3,W00010232,W00010232,87,84.5,9,8.7,96,93.2,W00010232,W00010232,72,73.5,26,26.5,W00010232,W00010232,56,54.4,8,7.8,64,62.2
W00010363,W00010363,133,78.2,37,21.8,W00010363,W00010363,154,88.5,14,8.0,168,96.5,W00010363,W00010363,139,81.8,31,18.2,W00010363,W00010363,93,53.1,29,16.6,122,69.7
W00010497,W00010497,1532,89.3,183,10.7,W00010497,W00010497,1542,89.3,81,4.7,1623,94.0,W00010497,W00010497,1549,90.5,163,9.5,W00010497,W00010497,393,22.7,60,3.5,453,26.2
W00010498,W00010498,1315,88.6,170,11.4,W00010498,W00010498,1310,87.8,65,4.4,1375,92.2,W00010498,W00010498,1322,89.0,163,11.0,W00010498,W00010498,363,24.2,51,3.4,414,27.6
W00010500,W00010500,215,86.3,34,13.7,W00010500,W00010500,213,85.5,11,4.4,224,89.9,W00010500,W00010500,221,88.8,28,11.2,W00010500,W00010500,63,25.4,5,2.0,68,27.4
W00010502,W00010502,189,84.4,35,15.6,W00010502,W00010502,178,71.5,52,20.9,230,92.4,W00010502,W00010502,198,88.4,26,11.6,W00010502,W00010502,130,52.0,29,11.6,159,63.6
W00010510,W00010510,105,89.0,13,11.0,W00010510,W00010510,100,87.0,7,6.1,107,93.1,W00010510,W00010510,102,86.4,16,13.6,W00010510,W00010510,53,44.9,5,4.2,58,49.1
W00010517,W00010517,255,91.4,24,8.6,W00010517,W00010517,237,83.7,24,8.5,261,92.2,W00010517,W00010517,255,91.4,24,8.6,W00010517,W00010517,152,53.7,26,9.2,178,62.9
W00010519,W00010519,551,90.0,61,10.0,W00010519,W00010519,378,61.7,36,5.9,414,67.6,W00010519,W00010519,548,90.0,61,10.0,W00010519,W00010519,145,23.6,23,3.7,168,27.3
W00010522,W00010522,254,80.4,62,19.6,W00010522,W00010522,300,91.5,9,2.7,309,94.2,W00010522,W00010522,269,85.1,47,14.9,W00010522,W00010522,115,35.3,42,12.9,157,48.2
W00010523,W00010523,170,94.4,10,5.6,W00010523,W00010523,101,54.6,33,17.8,134,72.4,W00010523,W00010523,174,96.7,6,3.3,W00010523,W00010523,58,31.4,10,5.4,68,36.8
W00010526,W00010526,229,87.1,34,12.9,W00010526,W00010526,243,88.0,19,6.9,262,94.9,W00010526,W00010526,235,89.4,28,10.6,W00010526,W00010526,158,57.2,35,12.7,193,69.9
W00010528,W00010528,315,83.3,63,16.7,W00010528,W00010528,295,75.1,27,6.9,322,82.0,W00010528,W00010528,330,87.3,48,12.7,W00010528,W00010528,165,41.9,35,8.9,200,50.8
W00010529,W00010529,120,87.0,18,13.0,W00010529,W00010529,109,79.0,6,4.3,115,83.3,W00010529,W00010529,120,87.0,18,13.0,W00010529,W00010529,31,22.5,7,5.1,38,27.6
W00010534,W00010534,294,91.0,29,9.0,W00010534,W00010534,301,90.7,24,7.2,325,97.9,W00010534,W00010534,307,95.0,16,5.0,W00010534,W00010534,150,45.0,38,11.4,188,56.4
W00010535,W00010535,285,82.6,60,17.4,W00010535,W00010535,331,90.7,20,5.5,351,96.2,W00010535,W00010535,300,87.0,45,13.0,W00010535,W00010535,240,65.8,31,8.5,271,74.3
W00010536,W00010536,313,88.4,41,11.6,W00010536,W00010536,169,46.8,26,7.2,195,54.0,W00010536,W00010536,315,89.5,37,10.5,W00010536,W00010536,63,17.7,12,3.4,75,21.1
W00010537,W00010537,200,93.5,14,6.5,W00010537,W00010537,172,78.5,19,8.7,191,87.2,W00010537,W00010537,201,93.9,13,6.1,W00010537,W00010537,58,26.5,13,5.9,71,32.4
W00010538,W00010538,259,82.2,56,17.8,W00010538,W00010538,293,86.2,26,7.6,319,93.8,W00010538,W00010538,267,84.8,48,15.2,W00010538,W00010538,144,42.4,43,12.6,187,55.0
W00010541,W00010541,746,94.2,46,5.8,W00010541,W00010541,431,53.9,94,11.8,525,65.7,W00010541,W00010541,744,93.8,49,6.2,W00010541,W00010541,185,23.2,43,5.4,228,28.6
W00010542,W00010542,167,96.0,7,4.0,W00010542,W00010542,116,62.4,53,28.5,169,90.9,W00010542,W00010542,168,96.6,6,3.4,W00010542,W00010542,93,48.9,14,7.4,107,56.3
W00010546,W00010546,171,83.4,34,16.6,W00010546,W00010546,168,71.5,34,14.5,202,86.0,W00010546,W00010546,175,85.4,30,14.6,W00010546,W00010546,118,50.0,22,9.3,140,59.3
W00010549,W00010549,238,89.8,27,10.2,W00010549,W00010549,188,69.4,53,19.6,241,89.0,W00010549,W00010549,240,90.9,24,9.1,W00010549,W00010549,125,45.1,21,7.6,146,52.7
W00010552,W00010552,216,87.1,32,12.9,W00010552,W00010552,220,85.3,20,7.8,240,93.1,W00010552,W00010552,221,88.8,28,11.2,W00010552,W00010552,148,56.9,29,11.2,177,68.1
W00010556,W00010556,141,69.1,63,30.9,W00010556,W00010556,187,86.6,8,3.7,195,90.3,W00010556,W00010556,152,74.5,52,25.5,W00010556,W00010556,106,49.3,25,11.6,131,60.9
W00010558,W00010558,246,85.1,43,14.9,W00010558,W00010558,246,79.9,48,15.6,294,95.5,W00010558,W00010558,258,89.3,31,10.7,W00010558,W00010558,157,50.8,29,9.4,186,60.2
W00010559,W00010559,472,92.4,39,7.6,W00010559,W00010559,284,55.7,24,4.7,308,60.4,W00010559,W00010559,475,93.0,36,7.0,W00010559,W00010559,76,14.8,21,4.1,97,18.9
W00010560,W00010560,249,91.5,23,8.5,W00010560,W00010560,212,73.9,38,13.2,250,87.1,W00010560,W00010560,240,87.9,33,12.1,W00010560,W00010560,120,42.4,21,7.4,141,49.8
W00010562,W00010562,260,78.1,73,21.9,W00010562,W00010562,314,88.2,17,4.8,331,93.0,W00010562,W00010562,280,84.1,53,15.9,W00010562,W00010562,140,39.4,40,11.3,180,50.7
W00010568,W00010568,351,87.5,50,12.5,W00010568,W00010568,337,83.6,20,5.0,357,88.6,W00010568,W00010568,349,87.0,52,13.0,W00010568,W00010568,112,27.8,11,2.7,123,30.5
W00010569,W00010569,443,87.9,61,12.1,W00010569,W00010569,437,86.5,10,2.0,447,88.5,W00010569,W00010569,451,89.8,51,10.2,W00010569,W00010569,114,22.5,15,3.0,129,25.5
W00010572,W00010572,97,71.3,39,28.7,W00010572,W00010572,119,81.0,12,8.2,131,89.2,W00010572,W00010572,107,78.7,29,21.3,W00010572,W00010572,69,47.3,11,7.5,80,54.8
W00010573,W00010573,340,92.6,27,7.4,W00010573,W00010573,159,42.3,16,4.3,175,46.6,W00010573,W00010573,340,92.6,27,7.4,W00010573,W00010573,68,18.4,9,2.4,77,20.8
W00010574,W00010574,201,84.5,37,15.5,W00010574,W00010574,190,78.2,14,5.8,204,84.0,W00010574,W00010574,210,87.9,29,12.1,W00010574,W00010574,88,36.4,17,7.0,105,43.4
W00010579,W00010579,214,84.9,38,15.1,W00010579,W00010579,203,73.8,41,14.9,244,88.7,W00010579,W00010579,218,86.5,34,13.5,W00010579,W00010579,123,44.4,30,10.8,153,55.2
W00010580,W00010580,523,84.8,94,15.2,W00010580,W00010580,447,72.4,39,6.3,486,78.7,W00010580,W00010580,532,86.4,84,13.6,W00010580,W00010580,201,32.6,20,3.2,221,35.8
W00010581,W00010581,136,85.0,24,15.0,W00010581,W00010581,120,74.1,11,6.8,131,80.9,W00010581,W00010581,148,92.5,12,7.5,W00010581,W00010581,62,38.0,10,6.1,72,44.1
W00010584,W00010584,306,92.4,25,7.6,W00010584,W00010584,163,48.5,11,3.3,174,51.8,W00010584,W00010584,307,92.5,25,7.5,W00010584,W00010584,40,12.0,13,3.9,53,15.9
W00010585,W00010585,215,81.4,49,18.6,W00010585,W00010585,227,81.4,43,15.4,270,96.8,W00010585,W00010585,219,83.0,45,17.0,W00010585,W00010585,137,49.1,20,7.2,157,56.3
W00010586,W00010586,230,89.1,28,10.9,W00010586,W00010586,213,81.0,6,2.3,219,83.3,W00010586,W00010586,232,89.6,27,10.4,W00010586,W00010586,87,32.6,30,11.2,117,43.8
W00010587,W00010587,339,75.2,112,24.8,W00010587,W00010587,428,93.4,20,4.4,448,97.8,W00010587,W00010587,354,78.5,97,21.5,W00010587,W00010587,281,61.2,41,8.9,322,70.1
W00010589,W00010589,97,97.0,3,3.0,W00010589,W00010589,64,63.4,36,35.6,100,99.0,W00010589,W00010589,100,99.0,1,1.0,W00010589,W00010589,64,62.1,5,4.9,69,67.0
W00010594,W00010594,262,88.8,33,11.2,W00010594,W00010594,261,85.3,28,9.2,289,94.5,W00010594,W00010594,273,92.5,22,7.5,W00010594,W00010594,164,53.6,19,6.2,183,59.8
W00010595,W00010595,239,83.0,49,17.0,W00010595,W00010595,273,88.3,20,6.5,293,94.8,W00010595,W00010595,252,87.5,36,12.5,W00010595,W00010595,126,40.8,35,11.3,161,52.1
W00010596,W00010596,231,81.6,52,18.4,W00010596,W00010596,253,83.2,36,11.8,289,95.0,W00010596,W00010596,237,83.7,46,16.3,W00010596,W00010596,168,55.3,20,6.6,188,61.9
W00010597,W00010597,193,89.8,22,10.2,W00010597,W00010597,178,83.2,24,11.2,202,94.4,W00010597,W00010597,203,94.4,12,5.6,W00010597,W00010597,115,53.5,27,12.6,142,66.1
W00010600,W00010600,208,77.6,60,22.4,W00010600,W00010600,236,84.0,17,6.0,253,90.0,W00010600,W00010600,212,78.8,57,21.2,W00010600,W00010600,166,57.8,20,7.0,186,64.8
W00010601,W00010601,133,91.7,12,8.3,W00010601,W00010601,99,67.3,13,8.8,112,76.1,W00010601,W00010601,134,92.4,11,7.6,W00010601,W00010601,31,21.5,2,1.4,33,22.9
W00010602,W00010602,228,80.6,55,19.4,W00010602,W00010602,258,89.0,14,4.8,272,93.8,W00010602,W00010602,236,83.4,47,16.6,W00010602,W00010602,117,39.9,25,8.5,142,48.4
W00010603,W00010603,518,83.7,101,16.3,W00010603,W00010603,578,92.6,21,3.4,599,96.0,W00010603,W00010603,520,84.0,99,16.0,W00010603,W00010603,227,36.6,27,4.4,254,41.0
W00010612,W00010612,141,65.3,75,34.7,W00010612,W00010612,202,89.4,15,6.6,217,96.0,W00010612,W00010612,161,74.5,55,25.5,W00010612,W00010612,136,60.2,15,6.6,151,66.8
W00010613,W00010613,259,84.9,46,15.1,W00010613,W00010613,265,82.3,32,9.9,297,92.2,W00010613,W00010613,270,88.5,35,11.5,W00010613,W00010613,140,43.3,40,12.4,180,55.7
W00010615,W00010615,242,85.2,42,14.8,W00010615,W00010615,240,83.0,12,4.2,252,87.2,W00010615,W00010615,248,87.3,36,12.7,W00010615,W00010615,85,29.5,12,4.2,97,33.7
W00010623,W00010623,249,90.5,26,9.5,W00010623,W00010623,243,88.0,30,10.9,273,98.9,W00010623,W00010623,255,92.7,20,7.3,W00010623,W00010623,148,53.6,20,7.2,168,60.8
W00010626,W00010626,263,91.6,24,8.4,W00010626,W00010626,182,62.5,12,4.1,194,66.6,W00010626,W00010626,264,92.0,23,8.0,W00010626,W00010626,46,16.0,15,5.2,61,21.2
W00010629,W00010629,221,86.7,34,13.3,W00010629,W00010629,220,77.7,42,14.8,262,92.5,W00010629,W00010629,222,86.7,34,13.3,W00010629,W00010629,148,52.5,38,13.5,186,66.0
W00010630,W00010630,461,89.7,53,10.3,W00010630,W00010630,356,69.0,23,4.5,379,73.5,W00010630,W00010630,466,90.8,47,9.2,W00010630,W00010630,96,18.5,13,2.5,109,21.0
W00010631,W00010631,229,85.1,40,14.9,W00010631,W00010631,237,81.7,15,5.2,252,86.9,W00010631,W00010631,228,84.8,41,15.2,W00010631,W00010631,136,47.2,24,8.3,160,55.5
W00010633,W00010633,457,95.2,23,4.8,W00010633,W00010633,394,81.6,16,3.3,410,84.9,W00010633,W00010633,453,94.4,27,5.6,W00010633,W00010633,62,12.8,14,2.9,76,15.7
W00010635,W00010635,179,92.7,14,7.3,W00010635,W00010635,137,69.9,26,13.3,163,83.2,W00010635,W00010635,178,92.7,14,7.3,W00010635,W00010635,52,26.5,21,10.7,73,37.2
W00010636,W00010636,168,65.6,88,34.4,W00010636,W00010636,245,88.8,14,5.1,259,93.9,W00010636,W00010636,189,73.8,67,26.2,W00010636,W00010636,127,45.5,42,15.1,169,60.6
W00010638,W00010638,165,83.3,33,16.7,W00010638,W00010638,178,89.0,6,3.0,184,92.0,W00010638,W00010638,170,85.9,28,14.1,W00010638,W00010638,67,33.7,4,2.0,71,35.7
W00010639,W00010639,302,90.1,33,9.9,W00010639,W00010639,252,70.4,69,19.3,321,89.7,W00010639,W00010639,311,92.3,26,7.7,W00010639,W00010639,111,30.9,34,9.5,145,40.4
